"UF";"Município";"Ano";"Transferência";"Valor Consolidado";"Código IBGE";"Código SIAFI"
"SP";"Charqueada";"2022";"FUNDEB";"R$14.568.572,94";"3511706";"6335"
"SP";"Chavantes";"2012";"FUNDEB";"R$4.422.127,51";"3557204";"6337"
"SP";"Chavantes";"2013";"FUNDEB";"R$4.978.082,53";"3557204";"6337"
"SP";"Chavantes";"2014";"FUNDEB";"R$5.230.676,53";"3557204";"6337"
"SP";"Chavantes";"2015";"FUNDEB";"R$5.475.216,36";"3557204";"6337"
"SP";"Chavantes";"2016";"FUNDEB";"R$5.688.448,09";"3557204";"6337"
"SP";"Chavantes";"2017";"FUNDEB";"R$5.791.493,15";"3557204";"6337"
"SP";"Chavantes";"2018";"FUNDEB";"R$6.474.522,95";"3557204";"6337"
"SP";"Chavantes";"2019";"FUNDEB";"R$6.778.116,03";"3557204";"6337"
"SP";"Chavantes";"2021";"AJUSTE FUNDEB";"-R$53.272,25";"3557204";"6337"
"SP";"Chavantes";"2021";"FUNDEB";"R$8.379.886,26";"3557204";"6337"
"SP";"Chavantes";"2022";"AJUSTE FUNDEB";"-R$413,61";"3557204";"6337"
"SP";"Chavantes";"2022";"FUNDEB";"R$9.193.268,55";"3557204";"6337"
"SP";"Clementina";"2012";"FUNDEB";"R$2.770.874,26";"3511904";"6339"
"SP";"Clementina";"2013";"FUNDEB";"R$3.237.224,51";"3511904";"6339"
"SP";"Clementina";"2014";"FUNDEB";"R$3.452.870,12";"3511904";"6339"
"SP";"Clementina";"2015";"FUNDEB";"R$3.638.044,62";"3511904";"6339"
"SP";"Clementina";"2016";"FUNDEB";"R$4.080.608,56";"3511904";"6339"
"SP";"Clementina";"2017";"FUNDEB";"R$4.264.124,48";"3511904";"6339"
"SP";"Clementina";"2018";"FUNDEB";"R$4.558.647,26";"3511904";"6339"
"SP";"Clementina";"2019";"FUNDEB";"R$4.999.697,63";"3511904";"6339"
"SP";"Clementina";"2021";"AJUSTE FUNDEB";"-R$4.432,37";"3511904";"6339"
"SP";"Clementina";"2021";"FUNDEB";"R$5.442.078,60";"3511904";"6339"
"SP";"Clementina";"2022";"AJUSTE FUNDEB";"-R$276,47";"3511904";"6339"
"SP";"Clementina";"2022";"FUNDEB";"R$6.143.971,61";"3511904";"6339"
"SP";"Colina";"2012";"FUNDEB";"R$9.268.683,66";"3512001";"6341"
"SP";"Colina";"2013";"FUNDEB";"R$10.375.537,59";"3512001";"6341"
"SP";"Colina";"2014";"FUNDEB";"R$9.987.753,51";"3512001";"6341"
"SP";"Colina";"2015";"FUNDEB";"R$10.438.613,30";"3512001";"6341"
"SP";"Colina";"2016";"FUNDEB";"R$10.948.524,40";"3512001";"6341"
"SP";"Colina";"2017";"FUNDEB";"R$11.167.771,30";"3512001";"6341"
"SP";"Colina";"2018";"FUNDEB";"R$11.962.304,94";"3512001";"6341"
"SP";"Colina";"2019";"FUNDEB";"R$13.162.253,94";"3512001";"6341"
"SP";"Colina";"2021";"AJUSTE FUNDEB";"-R$155.888,81";"3512001";"6341"
"SP";"Colina";"2021";"FUNDEB";"R$16.549.377,81";"3512001";"6341"
"SP";"Colina";"2022";"AJUSTE FUNDEB";"-R$782,45";"3512001";"6341"
"SP";"Colina";"2022";"FUNDEB";"R$17.398.974,65";"3512001";"6341"
"SP";"Colômbia";"2012";"FUNDEB";"R$4.404.557,93";"3512100";"6343"
"SP";"Colômbia";"2013";"FUNDEB";"R$4.987.862,81";"3512100";"6343"
"SP";"Colômbia";"2014";"FUNDEB";"R$5.005.506,58";"3512100";"6343"
"SP";"Colômbia";"2015";"FUNDEB";"R$5.141.987,86";"3512100";"6343"
"SP";"Colômbia";"2016";"FUNDEB";"R$5.663.993,44";"3512100";"6343"
"SP";"Colômbia";"2017";"FUNDEB";"R$5.696.749,78";"3512100";"6343"
"SP";"Colômbia";"2018";"FUNDEB";"R$6.521.780,74";"3512100";"6343"
"SP";"Colômbia";"2019";"FUNDEB";"R$6.826.074,93";"3512100";"6343"
"SP";"Colômbia";"2021";"AJUSTE FUNDEB";"R$64.165,18";"3512100";"6343"
"SP";"Colômbia";"2021";"FUNDEB";"R$8.483.878,01";"3512100";"6343"
"SP";"Colômbia";"2022";"AJUSTE FUNDEB";"-R$427,03";"3512100";"6343"
"SP";"Colômbia";"2022";"FUNDEB";"R$9.491.596,24";"3512100";"6343"
"SP";"Conchal";"2012";"FUNDEB";"R$11.513.069,82";"3512209";"6345"
"SP";"Conchal";"2013";"FUNDEB";"R$14.100.608,23";"3512209";"6345"
"SP";"Conchal";"2014";"FUNDEB";"R$13.622.648,87";"3512209";"6345"
"SP";"Conchal";"2015";"FUNDEB";"R$14.913.014,05";"3512209";"6345"
"SP";"Conchal";"2016";"FUNDEB";"R$15.300.637,29";"3512209";"6345"
"SP";"Conchal";"2017";"FUNDEB";"R$15.268.509,93";"3512209";"6345"
"SP";"Conchal";"2018";"FUNDEB";"R$16.954.693,31";"3512209";"6345"
"SP";"Conchal";"2019";"FUNDEB";"R$18.111.343,31";"3512209";"6345"
"SP";"Conchal";"2021";"AJUSTE FUNDEB";"-R$167.932,24";"3512209";"6345"
"SP";"Conchal";"2021";"FUNDEB";"R$21.867.058,47";"3512209";"6345"
"SP";"Conchal";"2022";"AJUSTE FUNDEB";"-R$1.036,08";"3512209";"6345"
"SP";"Conchal";"2022";"FUNDEB";"R$23.040.698,38";"3512209";"6345"
"SP";"Conchas";"2012";"FUNDEB";"R$7.600.199,16";"3512308";"6347"
"SP";"Conchas";"2013";"FUNDEB";"R$8.430.869,16";"3512308";"6347"
"SP";"Conchas";"2014";"FUNDEB";"R$8.874.767,05";"3512308";"6347"
"SP";"Conchas";"2015";"FUNDEB";"R$9.351.134,95";"3512308";"6347"
"SP";"Conchas";"2016";"FUNDEB";"R$9.652.281,54";"3512308";"6347"
"SP";"Conchas";"2017";"FUNDEB";"R$9.791.289,73";"3512308";"6347"
"SP";"Conchas";"2018";"FUNDEB";"R$10.591.067,34";"3512308";"6347"
"SP";"Conchas";"2019";"FUNDEB";"R$11.877.748,97";"3512308";"6347"
"SP";"Conchas";"2021";"AJUSTE FUNDEB";"-R$62.260,98";"3512308";"6347"
"SP";"Conchas";"2021";"FUNDEB";"R$14.276.019,03";"3512308";"6347"
"SP";"Conchas";"2022";"AJUSTE FUNDEB";"-R$685,59";"3512308";"6347"
"SP";"Conchas";"2022";"FUNDEB";"R$15.243.075,89";"3512308";"6347"
"SP";"Cordeirópolis";"2012";"FUNDEB";"R$9.099.125,83";"3512407";"6349"
"SP";"Cordeirópolis";"2013";"FUNDEB";"R$10.176.059,51";"3512407";"6349"
"SP";"Cordeirópolis";"2014";"FUNDEB";"R$10.483.530,75";"3512407";"6349"
"SP";"Cordeirópolis";"2015";"FUNDEB";"R$11.743.949,83";"3512407";"6349"
"SP";"Cordeirópolis";"2016";"FUNDEB";"R$12.145.026,48";"3512407";"6349"
"SP";"Cordeirópolis";"2017";"FUNDEB";"R$11.814.021,44";"3512407";"6349"
"SP";"Cordeirópolis";"2018";"FUNDEB";"R$13.154.244,95";"3512407";"6349"
"SP";"Cordeirópolis";"2019";"FUNDEB";"R$15.051.607,90";"3512407";"6349"
"SP";"Cordeirópolis";"2021";"AJUSTE FUNDEB";"-R$31.308,60";"3512407";"6349"
"SP";"Cordeirópolis";"2021";"FUNDEB";"R$19.540.269,75";"3512407";"6349"
"SP";"Cordeirópolis";"2022";"AJUSTE FUNDEB";"-R$963,08";"3512407";"6349"
"SP";"Cordeirópolis";"2022";"FUNDEB";"R$21.403.441,89";"3512407";"6349"
"SP";"Coroados";"2012";"FUNDEB";"R$1.655.090,71";"3512506";"6351"
"SP";"Coroados";"2013";"FUNDEB";"R$1.832.210,92";"3512506";"6351"
"SP";"Coroados";"2014";"FUNDEB";"R$1.882.116,06";"3512506";"6351"
"SP";"Coroados";"2015";"FUNDEB";"R$1.995.674,45";"3512506";"6351"
"SP";"Coroados";"2016";"FUNDEB";"R$2.213.116,07";"3512506";"6351"
"SP";"Coroados";"2017";"FUNDEB";"R$2.391.258,89";"3512506";"6351"
"SP";"Coroados";"2018";"FUNDEB";"R$2.827.645,17";"3512506";"6351"
"SP";"Coroados";"2019";"FUNDEB";"R$3.159.279,71";"3512506";"6351"
"SP";"Coroados";"2021";"AJUSTE FUNDEB";"-R$61.979,56";"3512506";"6351"
"SP";"Coroados";"2021";"FUNDEB";"R$3.679.970,69";"3512506";"6351"
"SP";"Coroados";"2022";"AJUSTE FUNDEB";"-R$169,45";"3512506";"6351"
"SP";"Coroados";"2022";"FUNDEB";"R$3.767.663,90";"3512506";"6351"
"SP";"Coronel Macedo";"2012";"FUNDEB";"R$1.462.230,30";"3512605";"6353"
"SP";"Coronel Macedo";"2013";"FUNDEB";"R$1.621.875,92";"3512605";"6353"
"SP";"Coronel Macedo";"2014";"FUNDEB";"R$1.917.891,58";"3512605";"6353"
"SP";"Coronel Macedo";"2015";"FUNDEB";"R$1.860.162,09";"3512605";"6353"
"SP";"Coronel Macedo";"2016";"FUNDEB";"R$2.013.203,54";"3512605";"6353"
"SP";"Coronel Macedo";"2017";"FUNDEB";"R$2.087.169,80";"3512605";"6353"
"SP";"Coronel Macedo";"2018";"FUNDEB";"R$2.119.150,89";"3512605";"6353"
"SP";"Coronel Macedo";"2019";"FUNDEB";"R$2.336.259,38";"3512605";"6353"
"SP";"Coronel Macedo";"2021";"AJUSTE FUNDEB";"-R$27.197,11";"3512605";"6353"
"SP";"Coronel Macedo";"2021";"FUNDEB";"R$2.666.757,29";"3512605";"6353"
"SP";"Coronel Macedo";"2022";"AJUSTE FUNDEB";"-R$131,11";"3512605";"6353"
"SP";"Coronel Macedo";"2022";"FUNDEB";"R$2.911.069,31";"3512605";"6353"
"SP";"Corumbataí";"2012";"FUNDEB";"R$2.745.954,98";"3512704";"6355"
"SP";"Corumbataí";"2013";"FUNDEB";"R$3.001.572,47";"3512704";"6355"
"SP";"Corumbataí";"2014";"FUNDEB";"R$2.918.547,01";"3512704";"6355"
"SP";"Corumbataí";"2015";"FUNDEB";"R$2.914.854,91";"3512704";"6355"
"SP";"Corumbataí";"2016";"FUNDEB";"R$2.975.634,52";"3512704";"6355"
"SP";"Corumbataí";"2017";"FUNDEB";"R$3.038.366,12";"3512704";"6355"
"SP";"Corumbataí";"2018";"FUNDEB";"R$3.311.918,05";"3512704";"6355"
"SP";"Corumbataí";"2019";"FUNDEB";"R$3.610.025,85";"3512704";"6355"
"SP";"Corumbataí";"2021";"AJUSTE FUNDEB";"R$11.550,00";"3512704";"6355"
"SP";"Corumbataí";"2021";"FUNDEB";"R$4.519.494,44";"3512704";"6355"
"SP";"Corumbataí";"2022";"AJUSTE FUNDEB";"-R$214,31";"3512704";"6355"
"SP";"Corumbataí";"2022";"FUNDEB";"R$4.766.986,34";"3512704";"6355"
"SP";"Cosmópolis";"2012";"FUNDEB";"R$26.610.100,42";"3512803";"6357"
"SP";"Cosmópolis";"2013";"FUNDEB";"R$30.416.359,07";"3512803";"6357"
"SP";"Cosmópolis";"2014";"FUNDEB";"R$32.145.784,03";"3512803";"6357"
"SP";"Cosmópolis";"2015";"FUNDEB";"R$33.709.178,54";"3512803";"6357"
"SP";"Cosmópolis";"2016";"FUNDEB";"R$34.542.852,93";"3512803";"6357"
"SP";"Cosmópolis";"2017";"FUNDEB";"R$35.895.552,41";"3512803";"6357"
"SP";"Cosmópolis";"2018";"FUNDEB";"R$38.536.279,45";"3512803";"6357"
"SP";"Cosmópolis";"2019";"FUNDEB";"R$41.065.578,23";"3512803";"6357"
"SP";"Cosmópolis";"2021";"AJUSTE FUNDEB";"-R$370.229,05";"3512803";"6357"
"SP";"Cosmópolis";"2021";"FUNDEB";"R$52.722.297,67";"3512803";"6357"
"SP";"Cosmópolis";"2022";"AJUSTE FUNDEB";"-R$2.505,44";"3512803";"6357"
"SP";"Cosmópolis";"2022";"FUNDEB";"R$55.706.939,66";"3512803";"6357"
"SP";"Cosmorama";"2012";"FUNDEB";"R$2.624.900,57";"3512902";"6359"
"SP";"Cosmorama";"2013";"FUNDEB";"R$3.015.909,74";"3512902";"6359"
"SP";"Cosmorama";"2014";"FUNDEB";"R$3.291.640,45";"3512902";"6359"
"SP";"Cosmorama";"2015";"FUNDEB";"R$3.433.496,86";"3512902";"6359"
"SP";"Cosmorama";"2016";"FUNDEB";"R$3.360.126,47";"3512902";"6359"
"SP";"Cosmorama";"2017";"FUNDEB";"R$3.645.908,06";"3512902";"6359"
"SP";"Cosmorama";"2018";"FUNDEB";"R$3.978.772,49";"3512902";"6359"
"SP";"Cosmorama";"2019";"FUNDEB";"R$4.465.496,93";"3512902";"6359"
"SP";"Cosmorama";"2021";"AJUSTE FUNDEB";"-R$44.288,81";"3512902";"6359"
"SP";"Cosmorama";"2021";"FUNDEB";"R$6.076.391,09";"3512902";"6359"
"SP";"Cosmorama";"2022";"AJUSTE FUNDEB";"-R$308,28";"3512902";"6359"
"SP";"Cosmorama";"2022";"FUNDEB";"R$6.850.653,19";"3512902";"6359"
"SP";"Cotia";"2012";"FUNDEB";"R$77.297.765,57";"3513009";"6361"
"SP";"Cotia";"2013";"FUNDEB";"R$87.259.334,76";"3513009";"6361"
"SP";"Cotia";"2014";"FUNDEB";"R$91.298.852,32";"3513009";"6361"
"SP";"Cotia";"2015";"FUNDEB";"R$97.432.935,32";"3513009";"6361"
"SP";"Cotia";"2016";"FUNDEB";"R$105.619.961,05";"3513009";"6361"
"SP";"Cotia";"2017";"FUNDEB";"R$110.092.425,18";"3513009";"6361"
"SP";"Cotia";"2018";"FUNDEB";"R$118.661.752,41";"3513009";"6361"
"SP";"Cotia";"2019";"FUNDEB";"R$132.801.120,23";"3513009";"6361"
"SP";"Cotia";"2021";"AJUSTE FUNDEB";"-R$163.413,64";"3513009";"6361"
"SP";"Cotia";"2021";"FUNDEB";"R$165.770.124,85";"3513009";"6361"
"SP";"Cotia";"2022";"AJUSTE FUNDEB";"-R$8.699,19";"3513009";"6361"
"SP";"Cotia";"2022";"FUNDEB";"R$193.214.569,45";"3513009";"6361"
"SP";"Cravinhos";"2012";"FUNDEB";"R$10.442.198,66";"3513108";"6363"
"SP";"Cravinhos";"2013";"FUNDEB";"R$13.144.654,40";"3513108";"6363"
"SP";"Cravinhos";"2014";"FUNDEB";"R$13.465.310,60";"3513108";"6363"
"SP";"Cravinhos";"2015";"FUNDEB";"R$14.046.911,30";"3513108";"6363"
"SP";"Cravinhos";"2016";"FUNDEB";"R$13.869.665,38";"3513108";"6363"
"SP";"Cravinhos";"2017";"FUNDEB";"R$15.285.593,65";"3513108";"6363"
"SP";"Cravinhos";"2018";"FUNDEB";"R$16.204.308,85";"3513108";"6363"
"SP";"Cravinhos";"2019";"FUNDEB";"R$17.398.179,40";"3513108";"6363"
"SP";"Cravinhos";"2021";"AJUSTE FUNDEB";"R$145.604,48";"3513108";"6363"
"SP";"Cravinhos";"2021";"FUNDEB";"R$23.281.008,97";"3513108";"6363"
"SP";"Cravinhos";"2022";"AJUSTE FUNDEB";"-R$1.148,79";"3513108";"6363"
"SP";"Cravinhos";"2022";"FUNDEB";"R$25.535.103,16";"3513108";"6363"
"SP";"Cristais Paulista";"2012";"FUNDEB";"R$4.548.904,37";"3513207";"6365"
"SP";"Cristais Paulista";"2013";"FUNDEB";"R$5.138.803,46";"3513207";"6365"
"SP";"Cristais Paulista";"2014";"FUNDEB";"R$5.318.371,23";"3513207";"6365"
"SP";"Cristais Paulista";"2015";"FUNDEB";"R$5.497.077,59";"3513207";"6365"
"SP";"Cristais Paulista";"2016";"FUNDEB";"R$5.703.851,33";"3513207";"6365"
"SP";"Cristais Paulista";"2017";"FUNDEB";"R$5.676.447,03";"3513207";"6365"
"SP";"Cristais Paulista";"2018";"FUNDEB";"R$5.901.952,31";"3513207";"6365"
"SP";"Cristais Paulista";"2019";"FUNDEB";"R$6.928.014,74";"3513207";"6365"
"SP";"Cristais Paulista";"2021";"AJUSTE FUNDEB";"-R$77.885,07";"3513207";"6365"
"SP";"Cristais Paulista";"2021";"FUNDEB";"R$8.337.061,86";"3513207";"6365"
"SP";"Cristais Paulista";"2022";"AJUSTE FUNDEB";"-R$426,46";"3513207";"6365"
"SP";"Cristais Paulista";"2022";"FUNDEB";"R$9.472.492,67";"3513207";"6365"
"SP";"Cruzália";"2012";"FUNDEB";"R$405.468,94";"3513306";"6367"
"SP";"Cruzália";"2013";"FUNDEB";"R$559.615,25";"3513306";"6367"
"SP";"Cruzália";"2014";"FUNDEB";"R$573.004,45";"3513306";"6367"
"SP";"Cruzália";"2015";"FUNDEB";"R$616.423,53";"3513306";"6367"
"SP";"Cruzália";"2016";"FUNDEB";"R$627.073,38";"3513306";"6367"
"SP";"Cruzália";"2017";"FUNDEB";"R$567.194,72";"3513306";"6367"
"SP";"Cruzália";"2018";"FUNDEB";"R$644.474,80";"3513306";"6367"
"SP";"Cruzália";"2019";"FUNDEB";"R$692.305,01";"3513306";"6367"
"SP";"Cruzália";"2021";"AJUSTE FUNDEB";"-R$2.660,09";"3513306";"6367"
"SP";"Cruzália";"2021";"FUNDEB";"R$871.105,91";"3513306";"6367"
"SP";"Cruzália";"2022";"AJUSTE FUNDEB";"-R$45,09";"3513306";"6367"
"SP";"Cruzália";"2022";"FUNDEB";"R$1.001.591,64";"3513306";"6367"
"SP";"Cruzeiro";"2012";"FUNDEB";"R$23.358.896,70";"3513405";"6369"
"SP";"Cruzeiro";"2013";"FUNDEB";"R$26.633.413,14";"3513405";"6369"
"SP";"Cruzeiro";"2014";"FUNDEB";"R$27.119.400,73";"3513405";"6369"
"SP";"Cruzeiro";"2015";"FUNDEB";"R$28.056.135,03";"3513405";"6369"
"SP";"Cruzeiro";"2016";"FUNDEB";"R$28.267.350,50";"3513405";"6369"
"SP";"Cruzeiro";"2017";"FUNDEB";"R$28.436.893,95";"3513405";"6369"
"SP";"Cruzeiro";"2018";"FUNDEB";"R$29.981.840,22";"3513405";"6369"
"SP";"Cruzeiro";"2019";"FUNDEB";"R$32.353.119,87";"3513405";"6369"
"SP";"Cruzeiro";"2021";"AJUSTE FUNDEB";"-R$255.968,73";"3513405";"6369"
"SP";"Cruzeiro";"2021";"FUNDEB";"R$40.107.530,11";"3513405";"6369"
"SP";"Cruzeiro";"2022";"AJUSTE FUNDEB";"-R$2.032,16";"3513405";"6369"
"SP";"Cruzeiro";"2022";"FUNDEB";"R$45.151.747,74";"3513405";"6369"
"SP";"Cubatão";"2012";"FUNDEB";"R$58.652.660,77";"3513504";"6371"
"SP";"Cubatão";"2013";"FUNDEB";"R$66.699.349,47";"3513504";"6371"
"SP";"Cubatão";"2014";"FUNDEB";"R$66.033.013,93";"3513504";"6371"
"SP";"Cubatão";"2015";"FUNDEB";"R$66.236.660,04";"3513504";"6371"
"SP";"Cubatão";"2016";"FUNDEB";"R$66.099.410,57";"3513504";"6371"
"SP";"Cubatão";"2017";"FUNDEB";"R$68.906.504,11";"3513504";"6371"
"SP";"Cubatão";"2018";"FUNDEB";"R$68.754.041,70";"3513504";"6371"
"SP";"Cubatão";"2019";"FUNDEB";"R$74.774.628,28";"3513504";"6371"
"SP";"Cubatão";"2021";"AJUSTE FUNDEB";"R$27.773,02";"3513504";"6371"
"SP";"Cubatão";"2021";"FUNDEB";"R$93.312.945,87";"3513504";"6371"
"SP";"Cubatão";"2022";"AJUSTE FUNDEB";"-R$4.423,36";"3513504";"6371"
"SP";"Cubatão";"2022";"FUNDEB";"R$98.367.628,55";"3513504";"6371"
"SP";"Cunha";"2012";"FUNDEB";"R$4.248.177,84";"3513603";"6373"
"SP";"Cunha";"2013";"FUNDEB";"R$4.611.148,81";"3513603";"6373"
"SP";"Cunha";"2014";"FUNDEB";"R$4.533.065,83";"3513603";"6373"
"SP";"Cunha";"2015";"FUNDEB";"R$4.861.104,28";"3513603";"6373"
"SP";"Cunha";"2016";"FUNDEB";"R$5.055.301,46";"3513603";"6373"
"SP";"Cunha";"2017";"FUNDEB";"R$5.521.663,34";"3513603";"6373"
"SP";"Cunha";"2018";"FUNDEB";"R$5.965.592,43";"3513603";"6373"
"SP";"Cunha";"2019";"FUNDEB";"R$7.606.947,15";"3513603";"6373"
"SP";"Cunha";"2021";"AJUSTE FUNDEB";"R$83.911,70";"3513603";"6373"
"SP";"Cunha";"2021";"FUNDEB";"R$9.329.310,72";"3513603";"6373"
"SP";"Cunha";"2022";"AJUSTE FUNDEB";"-R$459,46";"3513603";"6373"
"SP";"Cunha";"2022";"FUNDEB";"R$10.215.039,04";"3513603";"6373"
"SP";"Descalvado";"2012";"FUNDEB";"R$13.226.523,47";"3513702";"6375"
"SP";"Descalvado";"2013";"FUNDEB";"R$14.760.671,48";"3513702";"6375"
"SP";"Descalvado";"2014";"FUNDEB";"R$14.894.208,05";"3513702";"6375"
"SP";"Descalvado";"2015";"FUNDEB";"R$15.521.712,27";"3513702";"6375"
"SP";"Descalvado";"2016";"FUNDEB";"R$15.522.756,10";"3513702";"6375"
"SP";"Descalvado";"2017";"FUNDEB";"R$15.928.441,90";"3513702";"6375"
"SP";"Descalvado";"2018";"FUNDEB";"R$17.158.634,68";"3513702";"6375"
"SP";"Descalvado";"2019";"FUNDEB";"R$19.237.036,38";"3513702";"6375"
"SP";"Descalvado";"2021";"AJUSTE FUNDEB";"R$194.785,98";"3513702";"6375"
"SP";"Descalvado";"2021";"FUNDEB";"R$24.322.940,05";"3513702";"6375"
"SP";"Descalvado";"2022";"AJUSTE FUNDEB";"-R$1.174,36";"3513702";"6375"
"SP";"Descalvado";"2022";"FUNDEB";"R$26.110.785,76";"3513702";"6375"
"SP";"Diadema";"2012";"FUNDEB";"R$98.708.210,29";"3513801";"6377"
"SP";"Diadema";"2013";"FUNDEB";"R$109.713.967,33";"3513801";"6377"
"SP";"Diadema";"2014";"FUNDEB";"R$113.430.922,82";"3513801";"6377"
"SP";"Diadema";"2015";"FUNDEB";"R$120.954.982,12";"3513801";"6377"
"SP";"Diadema";"2016";"FUNDEB";"R$122.680.002,17";"3513801";"6377"
"SP";"Diadema";"2017";"FUNDEB";"R$129.827.377,46";"3513801";"6377"
"SP";"Diadema";"2018";"FUNDEB";"R$138.405.695,26";"3513801";"6377"
"SP";"Diadema";"2019";"FUNDEB";"R$150.459.385,21";"3513801";"6377"
"SP";"Diadema";"2021";"AJUSTE FUNDEB";"-R$1.737.107,08";"3513801";"6377"
"SP";"Diadema";"2021";"FUNDEB";"R$181.442.454,16";"3513801";"6377"
"SP";"Diadema";"2022";"AJUSTE FUNDEB";"-R$9.226,64";"3513801";"6377"
"SP";"Diadema";"2022";"FUNDEB";"R$204.979.032,53";"3513801";"6377"
"SP";"Dirce Reis";"2012";"FUNDEB";"R$313.174,23";"3513850";"7249"
"SP";"Dirce Reis";"2013";"FUNDEB";"R$369.946,57";"3513850";"7249"
"SP";"Dirce Reis";"2014";"FUNDEB";"R$356.491,86";"3513850";"7249"
"SP";"Dirce Reis";"2015";"FUNDEB";"R$414.331,91";"3513850";"7249"
"SP";"Dirce Reis";"2016";"FUNDEB";"R$427.225,16";"3513850";"7249"
"SP";"Dirce Reis";"2017";"FUNDEB";"R$447.317,89";"3513850";"7249"
"SP";"Dirce Reis";"2018";"FUNDEB";"R$507.575,27";"3513850";"7249"
"SP";"Dirce Reis";"2019";"FUNDEB";"R$481.501,06";"3513850";"7249"
"SP";"Dirce Reis";"2021";"AJUSTE FUNDEB";"-R$11.715,49";"3513850";"7249"
"SP";"Dirce Reis";"2021";"FUNDEB";"R$543.541,17";"3513850";"7249"
"SP";"Dirce Reis";"2022";"AJUSTE FUNDEB";"-R$22,99";"3513850";"7249"
"SP";"Dirce Reis";"2022";"FUNDEB";"R$511.121,29";"3513850";"7249"
"SP";"Divinolândia";"2012";"FUNDEB";"R$4.167.452,20";"3513900";"6379"
"SP";"Divinolândia";"2013";"FUNDEB";"R$4.543.204,93";"3513900";"6379"
"SP";"Divinolândia";"2014";"FUNDEB";"R$4.564.954,43";"3513900";"6379"
"SP";"Divinolândia";"2015";"FUNDEB";"R$4.630.161,44";"3513900";"6379"
"SP";"Divinolândia";"2016";"FUNDEB";"R$4.730.808,10";"3513900";"6379"
"SP";"Divinolândia";"2017";"FUNDEB";"R$5.170.233,61";"3513900";"6379"
"SP";"Divinolândia";"2018";"FUNDEB";"R$5.386.856,26";"3513900";"6379"
"SP";"Divinolândia";"2019";"FUNDEB";"R$5.869.480,89";"3513900";"6379"
"SP";"Divinolândia";"2021";"AJUSTE FUNDEB";"R$74.273,08";"3513900";"6379"
"SP";"Divinolândia";"2021";"FUNDEB";"R$7.326.546,01";"3513900";"6379"
"SP";"Divinolândia";"2022";"AJUSTE FUNDEB";"-R$371,20";"3513900";"6379"
"SP";"Divinolândia";"2022";"FUNDEB";"R$8.248.801,20";"3513900";"6379"
"SP";"Dobrada";"2012";"FUNDEB";"R$1.621.383,50";"3514007";"6381"
"SP";"Dobrada";"2013";"FUNDEB";"R$2.030.422,68";"3514007";"6381"
"SP";"Dobrada";"2014";"FUNDEB";"R$2.117.992,74";"3514007";"6381"
"SP";"Dobrada";"2015";"FUNDEB";"R$2.374.461,80";"3514007";"6381"
"SP";"Dobrada";"2016";"FUNDEB";"R$2.601.235,37";"3514007";"6381"
"SP";"Dobrada";"2017";"FUNDEB";"R$2.649.454,68";"3514007";"6381"
"SP";"Dobrada";"2018";"FUNDEB";"R$2.703.709,34";"3514007";"6381"
"SP";"Dobrada";"2019";"FUNDEB";"R$3.101.102,07";"3514007";"6381"
"SP";"Dobrada";"2021";"AJUSTE FUNDEB";"-R$65.924,45";"3514007";"6381"
"SP";"Dobrada";"2021";"FUNDEB";"R$3.846.041,04";"3514007";"6381"
"SP";"Dobrada";"2022";"AJUSTE FUNDEB";"-R$173,41";"3514007";"6381"
"SP";"Dobrada";"2022";"FUNDEB";"R$3.858.785,55";"3514007";"6381"
"SP";"Dois Córregos";"2012";"FUNDEB";"R$9.133.150,46";"3514106";"6383"
"SP";"Dois Córregos";"2013";"FUNDEB";"R$10.584.838,59";"3514106";"6383"
"SP";"Dois Córregos";"2014";"FUNDEB";"R$10.760.643,95";"3514106";"6383"
"SP";"Dois Córregos";"2015";"FUNDEB";"R$11.147.443,33";"3514106";"6383"
"SP";"Dois Córregos";"2016";"FUNDEB";"R$12.059.183,90";"3514106";"6383"
"SP";"Dois Córregos";"2017";"FUNDEB";"R$12.257.563,51";"3514106";"6383"
"SP";"Dois Córregos";"2018";"FUNDEB";"R$13.371.531,40";"3514106";"6383"
"SP";"Dois Córregos";"2019";"FUNDEB";"R$14.906.807,27";"3514106";"6383"
"SP";"Dois Córregos";"2021";"AJUSTE FUNDEB";"R$92.728,22";"3514106";"6383"
"SP";"Dois Córregos";"2021";"FUNDEB";"R$18.529.366,10";"3514106";"6383"
"SP";"Dois Córregos";"2022";"AJUSTE FUNDEB";"-R$938,14";"3514106";"6383"
"SP";"Dois Córregos";"2022";"FUNDEB";"R$20.846.332,93";"3514106";"6383"
"SP";"Dolcinópolis";"2012";"FUNDEB";"R$723.552,56";"3514205";"6385"
"SP";"Dolcinópolis";"2013";"FUNDEB";"R$777.807,80";"3514205";"6385"
"SP";"Dolcinópolis";"2014";"FUNDEB";"R$858.479,80";"3514205";"6385"
"SP";"Dolcinópolis";"2015";"FUNDEB";"R$924.637,61";"3514205";"6385"
"SP";"Dolcinópolis";"2016";"FUNDEB";"R$884.677,06";"3514205";"6385"
"SP";"Dolcinópolis";"2017";"FUNDEB";"R$931.154,30";"3514205";"6385"
"SP";"Dolcinópolis";"2018";"FUNDEB";"R$956.579,44";"3514205";"6385"
"SP";"Dolcinópolis";"2019";"FUNDEB";"R$1.015.722,30";"3514205";"6385"
