"UF";"Município";"Ano";"Transferência";"Valor Consolidado";"Código IBGE";"Código SIAFI"
"SP";"Novais";"2019";"FUNDEB";"R$3.935.797,55";"3533254";"2979"
"SP";"Novais";"2021";"AJUSTE FUNDEB";"-R$75.830,73";"3533254";"2979"
"SP";"Novais";"2021";"FUNDEB";"R$4.954.735,70";"3533254";"2979"
"SP";"Novais";"2022";"AJUSTE FUNDEB";"-R$256,52";"3533254";"2979"
"SP";"Novais";"2022";"FUNDEB";"R$5.696.970,43";"3533254";"2979"
"SP";"Novo Horizonte";"2012";"FUNDEB";"R$15.131.356,62";"3533502";"6771"
"SP";"Novo Horizonte";"2013";"FUNDEB";"R$16.661.061,62";"3533502";"6771"
"SP";"Novo Horizonte";"2014";"FUNDEB";"R$17.603.275,36";"3533502";"6771"
"SP";"Novo Horizonte";"2015";"FUNDEB";"R$19.971.303,51";"3533502";"6771"
"SP";"Novo Horizonte";"2016";"FUNDEB";"R$20.368.779,57";"3533502";"6771"
"SP";"Novo Horizonte";"2017";"FUNDEB";"R$21.317.917,59";"3533502";"6771"
"SP";"Novo Horizonte";"2018";"FUNDEB";"R$25.535.262,97";"3533502";"6771"
"SP";"Novo Horizonte";"2019";"FUNDEB";"R$25.406.285,12";"3533502";"6771"
"SP";"Novo Horizonte";"2021";"AJUSTE FUNDEB";"-R$122.850,25";"3533502";"6771"
"SP";"Novo Horizonte";"2021";"FUNDEB";"R$30.869.197,08";"3533502";"6771"
"SP";"Novo Horizonte";"2022";"AJUSTE FUNDEB";"-R$1.437,12";"3533502";"6771"
"SP";"Novo Horizonte";"2022";"FUNDEB";"R$31.961.923,83";"3533502";"6771"
"SP";"Nuporanga";"2012";"FUNDEB";"R$3.783.273,32";"3533601";"6773"
"SP";"Nuporanga";"2013";"FUNDEB";"R$4.133.195,34";"3533601";"6773"
"SP";"Nuporanga";"2014";"FUNDEB";"R$4.163.743,24";"3533601";"6773"
"SP";"Nuporanga";"2015";"FUNDEB";"R$4.458.498,30";"3533601";"6773"
"SP";"Nuporanga";"2016";"FUNDEB";"R$4.546.028,06";"3533601";"6773"
"SP";"Nuporanga";"2017";"FUNDEB";"R$4.717.731,37";"3533601";"6773"
"SP";"Nuporanga";"2018";"FUNDEB";"R$5.213.998,21";"3533601";"6773"
"SP";"Nuporanga";"2019";"FUNDEB";"R$5.495.583,26";"3533601";"6773"
"SP";"Nuporanga";"2021";"AJUSTE FUNDEB";"R$20.182,21";"3533601";"6773"
"SP";"Nuporanga";"2021";"FUNDEB";"R$6.796.641,12";"3533601";"6773"
"SP";"Nuporanga";"2022";"AJUSTE FUNDEB";"-R$321,30";"3533601";"6773"
"SP";"Nuporanga";"2022";"FUNDEB";"R$7.146.701,15";"3533601";"6773"
"SP";"Ocauçu";"2012";"FUNDEB";"R$1.675.972,75";"3533700";"6775"
"SP";"Ocauçu";"2013";"FUNDEB";"R$1.823.791,91";"3533700";"6775"
"SP";"Ocauçu";"2014";"FUNDEB";"R$1.970.600,96";"3533700";"6775"
"SP";"Ocauçu";"2015";"FUNDEB";"R$2.045.411,27";"3533700";"6775"
"SP";"Ocauçu";"2016";"FUNDEB";"R$2.214.577,02";"3533700";"6775"
"SP";"Ocauçu";"2017";"FUNDEB";"R$2.328.532,15";"3533700";"6775"
"SP";"Ocauçu";"2018";"FUNDEB";"R$2.394.954,75";"3533700";"6775"
"SP";"Ocauçu";"2019";"FUNDEB";"R$2.623.101,65";"3533700";"6775"
"SP";"Ocauçu";"2021";"AJUSTE FUNDEB";"-R$57.511,19";"3533700";"6775"
"SP";"Ocauçu";"2021";"FUNDEB";"R$3.326.313,10";"3533700";"6775"
"SP";"Ocauçu";"2022";"AJUSTE FUNDEB";"-R$161,18";"3533700";"6775"
"SP";"Ocauçu";"2022";"FUNDEB";"R$3.584.499,66";"3533700";"6775"
"SP";"Óleo";"2012";"FUNDEB";"R$844.441,73";"3533809";"6777"
"SP";"Óleo";"2013";"FUNDEB";"R$1.074.718,84";"3533809";"6777"
"SP";"Óleo";"2014";"FUNDEB";"R$1.056.519,62";"3533809";"6777"
"SP";"Óleo";"2015";"FUNDEB";"R$1.090.483,32";"3533809";"6777"
"SP";"Óleo";"2016";"FUNDEB";"R$1.133.934,24";"3533809";"6777"
"SP";"Óleo";"2017";"FUNDEB";"R$1.229.919,30";"3533809";"6777"
"SP";"Óleo";"2018";"FUNDEB";"R$1.285.260,97";"3533809";"6777"
"SP";"Óleo";"2019";"FUNDEB";"R$1.565.105,07";"3533809";"6777"
"SP";"Óleo";"2021";"AJUSTE FUNDEB";"-R$37.530,69";"3533809";"6777"
"SP";"Óleo";"2021";"FUNDEB";"R$1.691.621,32";"3533809";"6777"
"SP";"Óleo";"2022";"AJUSTE FUNDEB";"-R$77,72";"3533809";"6777"
"SP";"Óleo";"2022";"FUNDEB";"R$1.729.157,99";"3533809";"6777"
"SP";"Olímpia";"2012";"FUNDEB";"R$16.527.051,89";"3533908";"6779"
"SP";"Olímpia";"2013";"FUNDEB";"R$18.849.846,85";"3533908";"6779"
"SP";"Olímpia";"2014";"FUNDEB";"R$19.772.032,47";"3533908";"6779"
"SP";"Olímpia";"2015";"FUNDEB";"R$20.605.508,03";"3533908";"6779"
"SP";"Olímpia";"2016";"FUNDEB";"R$21.665.241,15";"3533908";"6779"
"SP";"Olímpia";"2017";"FUNDEB";"R$22.711.284,53";"3533908";"6779"
"SP";"Olímpia";"2018";"FUNDEB";"R$24.813.370,44";"3533908";"6779"
"SP";"Olímpia";"2019";"FUNDEB";"R$28.575.278,46";"3533908";"6779"
"SP";"Olímpia";"2021";"AJUSTE FUNDEB";"R$96.529,89";"3533908";"6779"
"SP";"Olímpia";"2021";"FUNDEB";"R$36.290.791,98";"3533908";"6779"
"SP";"Olímpia";"2022";"AJUSTE FUNDEB";"-R$1.766,51";"3533908";"6779"
"SP";"Olímpia";"2022";"FUNDEB";"R$39.268.918,63";"3533908";"6779"
"SP";"Onda Verde";"2012";"FUNDEB";"R$1.412.809,41";"3534005";"6781"
"SP";"Onda Verde";"2013";"FUNDEB";"R$1.552.095,33";"3534005";"6781"
"SP";"Onda Verde";"2014";"FUNDEB";"R$1.735.740,68";"3534005";"6781"
"SP";"Onda Verde";"2015";"FUNDEB";"R$1.776.585,97";"3534005";"6781"
"SP";"Onda Verde";"2016";"FUNDEB";"R$1.904.275,62";"3534005";"6781"
"SP";"Onda Verde";"2017";"FUNDEB";"R$1.959.438,95";"3534005";"6781"
"SP";"Onda Verde";"2018";"FUNDEB";"R$2.276.733,73";"3534005";"6781"
"SP";"Onda Verde";"2019";"FUNDEB";"R$2.554.797,19";"3534005";"6781"
"SP";"Onda Verde";"2021";"AJUSTE FUNDEB";"R$10.287,09";"3534005";"6781"
"SP";"Onda Verde";"2021";"FUNDEB";"R$3.461.595,98";"3534005";"6781"
"SP";"Onda Verde";"2022";"AJUSTE FUNDEB";"-R$146,15";"3534005";"6781"
"SP";"Onda Verde";"2022";"FUNDEB";"R$3.257.151,20";"3534005";"6781"
"SP";"Oriente";"2012";"FUNDEB";"R$771.183,34";"3534104";"6783"
"SP";"Oriente";"2013";"FUNDEB";"R$1.170.097,24";"3534104";"6783"
"SP";"Oriente";"2014";"FUNDEB";"R$1.150.868,56";"3534104";"6783"
"SP";"Oriente";"2015";"FUNDEB";"R$935.001,31";"3534104";"6783"
"SP";"Oriente";"2016";"FUNDEB";"R$1.359.246,72";"3534104";"6783"
"SP";"Oriente";"2017";"FUNDEB";"R$1.449.265,58";"3534104";"6783"
"SP";"Oriente";"2018";"FUNDEB";"R$1.490.789,78";"3534104";"6783"
"SP";"Oriente";"2019";"FUNDEB";"R$1.523.332,01";"3534104";"6783"
"SP";"Oriente";"2021";"AJUSTE FUNDEB";"-R$15.081,64";"3534104";"6783"
"SP";"Oriente";"2021";"FUNDEB";"R$1.891.347,68";"3534104";"6783"
"SP";"Oriente";"2022";"AJUSTE FUNDEB";"-R$106,82";"3534104";"6783"
"SP";"Oriente";"2022";"FUNDEB";"R$2.371.819,94";"3534104";"6783"
"SP";"Orindiúva";"2012";"FUNDEB";"R$3.331.221,57";"3534203";"6785"
"SP";"Orindiúva";"2013";"FUNDEB";"R$3.706.191,65";"3534203";"6785"
"SP";"Orindiúva";"2014";"FUNDEB";"R$3.709.148,82";"3534203";"6785"
"SP";"Orindiúva";"2015";"FUNDEB";"R$3.835.184,98";"3534203";"6785"
"SP";"Orindiúva";"2016";"FUNDEB";"R$3.847.283,17";"3534203";"6785"
"SP";"Orindiúva";"2017";"FUNDEB";"R$3.840.945,00";"3534203";"6785"
"SP";"Orindiúva";"2018";"FUNDEB";"R$4.311.004,27";"3534203";"6785"
"SP";"Orindiúva";"2019";"FUNDEB";"R$5.158.184,68";"3534203";"6785"
"SP";"Orindiúva";"2021";"AJUSTE FUNDEB";"-R$29.552,16";"3534203";"6785"
"SP";"Orindiúva";"2021";"FUNDEB";"R$6.142.557,01";"3534203";"6785"
"SP";"Orindiúva";"2022";"AJUSTE FUNDEB";"-R$306,57";"3534203";"6785"
"SP";"Orindiúva";"2022";"FUNDEB";"R$6.813.396,34";"3534203";"6785"
"SP";"Orlândia";"2012";"FUNDEB";"R$21.632.030,25";"3534302";"6787"
"SP";"Orlândia";"2013";"FUNDEB";"R$23.548.241,95";"3534302";"6787"
"SP";"Orlândia";"2014";"FUNDEB";"R$23.665.233,36";"3534302";"6787"
"SP";"Orlândia";"2015";"FUNDEB";"R$24.141.684,91";"3534302";"6787"
"SP";"Orlândia";"2016";"FUNDEB";"R$24.099.480,63";"3534302";"6787"
"SP";"Orlândia";"2017";"FUNDEB";"R$25.011.241,06";"3534302";"6787"
"SP";"Orlândia";"2018";"FUNDEB";"R$26.854.585,79";"3534302";"6787"
"SP";"Orlândia";"2019";"FUNDEB";"R$29.622.965,57";"3534302";"6787"
"SP";"Orlândia";"2021";"AJUSTE FUNDEB";"-R$309.634,88";"3534302";"6787"
"SP";"Orlândia";"2021";"FUNDEB";"R$33.833.865,42";"3534302";"6787"
"SP";"Orlândia";"2022";"AJUSTE FUNDEB";"-R$1.618,25";"3534302";"6787"
"SP";"Orlândia";"2022";"FUNDEB";"R$35.979.674,07";"3534302";"6787"
"SP";"Osasco";"2012";"FUNDEB";"R$190.870.361,32";"3534401";"6789"
"SP";"Osasco";"2013";"FUNDEB";"R$211.047.023,35";"3534401";"6789"
"SP";"Osasco";"2014";"FUNDEB";"R$215.101.217,04";"3534401";"6789"
"SP";"Osasco";"2015";"FUNDEB";"R$244.138.095,50";"3534401";"6789"
"SP";"Osasco";"2016";"FUNDEB";"R$252.304.704,16";"3534401";"6789"
"SP";"Osasco";"2017";"FUNDEB";"R$262.594.187,54";"3534401";"6789"
"SP";"Osasco";"2018";"FUNDEB";"R$283.295.768,22";"3534401";"6789"
"SP";"Osasco";"2019";"FUNDEB";"R$311.803.022,66";"3534401";"6789"
"SP";"Osasco";"2021";"AJUSTE FUNDEB";"-R$781.341,48";"3534401";"6789"
"SP";"Osasco";"2021";"FUNDEB";"R$399.312.593,90";"3534401";"6789"
"SP";"Osasco";"2022";"AJUSTE FUNDEB";"-R$20.332,51";"3534401";"6789"
"SP";"Osasco";"2022";"FUNDEB";"R$451.745.932,83";"3534401";"6789"
"SP";"Oscar Bressane";"2012";"FUNDEB";"R$1.317.332,98";"3534500";"6791"
"SP";"Oscar Bressane";"2013";"FUNDEB";"R$1.434.340,95";"3534500";"6791"
"SP";"Oscar Bressane";"2014";"FUNDEB";"R$1.549.467,48";"3534500";"6791"
"SP";"Oscar Bressane";"2015";"FUNDEB";"R$1.575.909,16";"3534500";"6791"
"SP";"Oscar Bressane";"2016";"FUNDEB";"R$1.594.680,39";"3534500";"6791"
"SP";"Oscar Bressane";"2017";"FUNDEB";"R$1.572.832,84";"3534500";"6791"
"SP";"Oscar Bressane";"2018";"FUNDEB";"R$1.599.751,20";"3534500";"6791"
"SP";"Oscar Bressane";"2019";"FUNDEB";"R$1.836.036,87";"3534500";"6791"
"SP";"Oscar Bressane";"2021";"AJUSTE FUNDEB";"R$45.396,22";"3534500";"6791"
"SP";"Oscar Bressane";"2021";"FUNDEB";"R$2.474.688,43";"3534500";"6791"
"SP";"Oscar Bressane";"2022";"AJUSTE FUNDEB";"-R$118,23";"3534500";"6791"
"SP";"Oscar Bressane";"2022";"FUNDEB";"R$2.627.014,83";"3534500";"6791"
"SP";"Osvaldo Cruz";"2012";"FUNDEB";"R$6.230.486,90";"3534609";"6793"
"SP";"Osvaldo Cruz";"2013";"FUNDEB";"R$7.438.469,36";"3534609";"6793"
"SP";"Osvaldo Cruz";"2014";"FUNDEB";"R$7.974.545,10";"3534609";"6793"
"SP";"Osvaldo Cruz";"2015";"FUNDEB";"R$8.714.204,74";"3534609";"6793"
"SP";"Osvaldo Cruz";"2016";"FUNDEB";"R$9.430.165,47";"3534609";"6793"
"SP";"Osvaldo Cruz";"2017";"FUNDEB";"R$10.090.651,31";"3534609";"6793"
"SP";"Osvaldo Cruz";"2018";"FUNDEB";"R$10.875.540,17";"3534609";"6793"
"SP";"Osvaldo Cruz";"2019";"FUNDEB";"R$12.053.114,78";"3534609";"6793"
"SP";"Osvaldo Cruz";"2021";"AJUSTE FUNDEB";"R$14.802,62";"3534609";"6793"
"SP";"Osvaldo Cruz";"2021";"FUNDEB";"R$15.164.295,36";"3534609";"6793"
"SP";"Osvaldo Cruz";"2022";"AJUSTE FUNDEB";"-R$743,16";"3534609";"6793"
"SP";"Osvaldo Cruz";"2022";"FUNDEB";"R$16.520.659,56";"3534609";"6793"
"SP";"Ourinhos";"2012";"FUNDEB";"R$33.084.005,96";"3534708";"6795"
"SP";"Ourinhos";"2013";"FUNDEB";"R$36.863.492,84";"3534708";"6795"
"SP";"Ourinhos";"2014";"FUNDEB";"R$37.247.647,70";"3534708";"6795"
"SP";"Ourinhos";"2015";"FUNDEB";"R$39.359.031,73";"3534708";"6795"
"SP";"Ourinhos";"2016";"FUNDEB";"R$42.258.363,82";"3534708";"6795"
"SP";"Ourinhos";"2017";"FUNDEB";"R$44.325.913,82";"3534708";"6795"
"SP";"Ourinhos";"2018";"FUNDEB";"R$46.900.988,74";"3534708";"6795"
"SP";"Ourinhos";"2019";"FUNDEB";"R$50.057.746,87";"3534708";"6795"
"SP";"Ourinhos";"2021";"AJUSTE FUNDEB";"-R$149.509,36";"3534708";"6795"
"SP";"Ourinhos";"2021";"FUNDEB";"R$61.045.275,13";"3534708";"6795"
"SP";"Ourinhos";"2022";"AJUSTE FUNDEB";"-R$2.928,72";"3534708";"6795"
"SP";"Ourinhos";"2022";"FUNDEB";"R$65.117.210,14";"3534708";"6795"
"SP";"Ouro Verde";"2012";"FUNDEB";"R$4.459.967,74";"3534807";"6797"
"SP";"Ouro Verde";"2013";"FUNDEB";"R$4.807.469,04";"3534807";"6797"
"SP";"Ouro Verde";"2014";"FUNDEB";"R$4.817.687,33";"3534807";"6797"
"SP";"Ouro Verde";"2015";"FUNDEB";"R$5.047.166,03";"3534807";"6797"
"SP";"Ouro Verde";"2016";"FUNDEB";"R$5.134.776,78";"3534807";"6797"
"SP";"Ouro Verde";"2017";"FUNDEB";"R$5.624.333,13";"3534807";"6797"
"SP";"Ouro Verde";"2018";"FUNDEB";"R$5.894.336,98";"3534807";"6797"
"SP";"Ouro Verde";"2019";"FUNDEB";"R$6.340.010,06";"3534807";"6797"
"SP";"Ouro Verde";"2021";"AJUSTE FUNDEB";"-R$599,23";"3534807";"6797"
"SP";"Ouro Verde";"2021";"FUNDEB";"R$8.044.497,42";"3534807";"6797"
"SP";"Ouro Verde";"2022";"AJUSTE FUNDEB";"-R$392,62";"3534807";"6797"
"SP";"Ouro Verde";"2022";"FUNDEB";"R$8.729.136,37";"3534807";"6797"
"SP";"Ouroeste";"2012";"FUNDEB";"R$3.183.676,26";"3534757";"808"
"SP";"Ouroeste";"2013";"FUNDEB";"R$3.658.426,07";"3534757";"808"
"SP";"Ouroeste";"2014";"FUNDEB";"R$4.014.528,94";"3534757";"808"
"SP";"Ouroeste";"2015";"FUNDEB";"R$4.288.955,58";"3534757";"808"
"SP";"Ouroeste";"2016";"FUNDEB";"R$4.561.289,15";"3534757";"808"
"SP";"Ouroeste";"2017";"FUNDEB";"R$4.629.716,33";"3534757";"808"
"SP";"Ouroeste";"2018";"FUNDEB";"R$4.944.578,66";"3534757";"808"
"SP";"Ouroeste";"2019";"FUNDEB";"R$5.685.749,08";"3534757";"808"
"SP";"Ouroeste";"2021";"AJUSTE FUNDEB";"-R$89.824,92";"3534757";"808"
"SP";"Ouroeste";"2021";"FUNDEB";"R$7.400.692,65";"3534757";"808"
"SP";"Ouroeste";"2022";"AJUSTE FUNDEB";"-R$379,05";"3534757";"808"
"SP";"Ouroeste";"2022";"FUNDEB";"R$8.422.150,43";"3534757";"808"
"SP";"Pacaembu";"2012";"FUNDEB";"R$2.933.001,80";"3534906";"6799"
"SP";"Pacaembu";"2013";"FUNDEB";"R$3.275.265,24";"3534906";"6799"
"SP";"Pacaembu";"2014";"FUNDEB";"R$3.296.674,78";"3534906";"6799"
"SP";"Pacaembu";"2015";"FUNDEB";"R$3.364.455,20";"3534906";"6799"
"SP";"Pacaembu";"2016";"FUNDEB";"R$3.583.304,98";"3534906";"6799"
"SP";"Pacaembu";"2017";"FUNDEB";"R$3.883.988,93";"3534906";"6799"
"SP";"Pacaembu";"2018";"FUNDEB";"R$4.120.823,51";"3534906";"6799"
"SP";"Pacaembu";"2019";"FUNDEB";"R$4.556.324,06";"3534906";"6799"
"SP";"Pacaembu";"2021";"AJUSTE FUNDEB";"-R$24.708,88";"3534906";"6799"
"SP";"Pacaembu";"2021";"FUNDEB";"R$5.484.956,83";"3534906";"6799"
"SP";"Pacaembu";"2022";"AJUSTE FUNDEB";"-R$273,77";"3534906";"6799"
"SP";"Pacaembu";"2022";"FUNDEB";"R$6.083.254,41";"3534906";"6799"
"SP";"Palestina";"2012";"FUNDEB";"R$4.741.355,73";"3535002";"6801"
"SP";"Palestina";"2013";"FUNDEB";"R$5.585.191,53";"3535002";"6801"
"SP";"Palestina";"2014";"FUNDEB";"R$6.103.991,75";"3535002";"6801"
"SP";"Palestina";"2015";"FUNDEB";"R$6.358.027,01";"3535002";"6801"
"SP";"Palestina";"2016";"FUNDEB";"R$6.647.862,49";"3535002";"6801"
"SP";"Palestina";"2017";"FUNDEB";"R$6.561.405,03";"3535002";"6801"
"SP";"Palestina";"2018";"FUNDEB";"R$7.197.567,36";"3535002";"6801"
"SP";"Palestina";"2019";"FUNDEB";"R$8.019.558,68";"3535002";"6801"
"SP";"Palestina";"2021";"AJUSTE FUNDEB";"-R$243.402,24";"3535002";"6801"
"SP";"Palestina";"2021";"FUNDEB";"R$10.118.534,05";"3535002";"6801"
"SP";"Palestina";"2022";"AJUSTE FUNDEB";"-R$486,50";"3535002";"6801"
"SP";"Palestina";"2022";"FUNDEB";"R$10.811.932,06";"3535002";"6801"
"SP";"Palmares Paulista";"2012";"FUNDEB";"R$3.979.969,13";"3535101";"6803"
"SP";"Palmares Paulista";"2013";"FUNDEB";"R$4.256.822,66";"3535101";"6803"
"SP";"Palmares Paulista";"2014";"FUNDEB";"R$4.515.046,24";"3535101";"6803"
"SP";"Palmares Paulista";"2015";"FUNDEB";"R$4.768.997,29";"3535101";"6803"
"SP";"Palmares Paulista";"2016";"FUNDEB";"R$4.476.469,03";"3535101";"6803"
"SP";"Palmares Paulista";"2017";"FUNDEB";"R$5.159.114,79";"3535101";"6803"
"SP";"Palmares Paulista";"2018";"FUNDEB";"R$5.306.879,99";"3535101";"6803"
"SP";"Palmares Paulista";"2019";"FUNDEB";"R$5.718.969,46";"3535101";"6803"
"SP";"Palmares Paulista";"2021";"AJUSTE FUNDEB";"-R$157.224,79";"3535101";"6803"
"SP";"Palmares Paulista";"2021";"FUNDEB";"R$6.559.144,60";"3535101";"6803"
"SP";"Palmares Paulista";"2022";"AJUSTE FUNDEB";"-R$302,05";"3535101";"6803"
"SP";"Palmares Paulista";"2022";"FUNDEB";"R$6.717.268,32";"3535101";"6803"
"SP";"Palmeira DOeste";"2012";"FUNDEB";"R$2.248.343,92";"3535200";"6805"
"SP";"Palmeira DOeste";"2013";"FUNDEB";"R$2.405.362,92";"3535200";"6805"
"SP";"Palmeira DOeste";"2014";"FUNDEB";"R$2.299.110,65";"3535200";"6805"
"SP";"Palmeira DOeste";"2015";"FUNDEB";"R$2.393.482,94";"3535200";"6805"
"SP";"Palmeira DOeste";"2016";"FUNDEB";"R$2.354.266,73";"3535200";"6805"
"SP";"Palmeira DOeste";"2017";"FUNDEB";"R$2.421.990,32";"3535200";"6805"
"SP";"Palmeira DOeste";"2018";"FUNDEB";"R$2.679.578,69";"3535200";"6805"
"SP";"Palmeira DOeste";"2019";"FUNDEB";"R$2.928.665,70";"3535200";"6805"
"SP";"Palmeira DOeste";"2021";"AJUSTE FUNDEB";"-R$9.318,16";"3535200";"6805"
"SP";"Palmeira DOeste";"2021";"FUNDEB";"R$3.545.743,07";"3535200";"6805"
"SP";"Palmeira DOeste";"2022";"AJUSTE FUNDEB";"-R$171,48";"3535200";"6805"
"SP";"Palmeira DOeste";"2022";"FUNDEB";"R$3.812.504,96";"3535200";"6805"
"SP";"Palmital";"2012";"FUNDEB";"R$6.665.546,76";"3535309";"6807"
"SP";"Palmital";"2013";"FUNDEB";"R$7.733.972,76";"3535309";"6807"
"SP";"Palmital";"2014";"FUNDEB";"R$7.829.205,80";"3535309";"6807"
"SP";"Palmital";"2015";"FUNDEB";"R$8.278.857,37";"3535309";"6807"
"SP";"Palmital";"2016";"FUNDEB";"R$8.790.407,78";"3535309";"6807"
"SP";"Palmital";"2017";"FUNDEB";"R$9.389.740,00";"3535309";"6807"
"SP";"Palmital";"2018";"FUNDEB";"R$9.757.737,78";"3535309";"6807"
"SP";"Palmital";"2019";"FUNDEB";"R$10.245.222,54";"3535309";"6807"
"SP";"Palmital";"2021";"AJUSTE FUNDEB";"-R$137.393,50";"3535309";"6807"
"SP";"Palmital";"2021";"FUNDEB";"R$12.061.680,89";"3535309";"6807"
"SP";"Palmital";"2022";"AJUSTE FUNDEB";"-R$587,79";"3535309";"6807"
"SP";"Palmital";"2022";"FUNDEB";"R$13.063.505,31";"3535309";"6807"
"SP";"Panorama";"2012";"FUNDEB";"R$4.734.988,59";"3535408";"6809"
"SP";"Panorama";"2013";"FUNDEB";"R$5.525.843,69";"3535408";"6809"
"SP";"Panorama";"2014";"FUNDEB";"R$6.047.035,14";"3535408";"6809"
"SP";"Panorama";"2015";"FUNDEB";"R$6.868.574,52";"3535408";"6809"
"SP";"Panorama";"2016";"FUNDEB";"R$7.215.199,22";"3535408";"6809"
"SP";"Panorama";"2017";"FUNDEB";"R$7.269.295,24";"3535408";"6809"
"SP";"Panorama";"2018";"FUNDEB";"R$7.862.295,66";"3535408";"6809"
"SP";"Panorama";"2019";"FUNDEB";"R$8.310.701,58";"3535408";"6809"
"SP";"Panorama";"2021";"AJUSTE FUNDEB";"-R$168.309,98";"3535408";"6809"
"SP";"Panorama";"2021";"FUNDEB";"R$9.852.808,78";"3535408";"6809"
"SP";"Panorama";"2022";"AJUSTE FUNDEB";"-R$461,68";"3535408";"6809"
"SP";"Panorama";"2022";"FUNDEB";"R$10.263.619,34";"3535408";"6809"
"SP";"Paraguaçu Paulista";"2012";"FUNDEB";"R$19.727.197,86";"3535507";"6811"
"SP";"Paraguaçu Paulista";"2013";"FUNDEB";"R$21.629.954,51";"3535507";"6811"
"SP";"Paraguaçu Paulista";"2014";"FUNDEB";"R$22.069.315,62";"3535507";"6811"
"SP";"Paraguaçu Paulista";"2015";"FUNDEB";"R$23.492.546,52";"3535507";"6811"
"SP";"Paraguaçu Paulista";"2016";"FUNDEB";"R$24.307.427,66";"3535507";"6811"
"SP";"Paraguaçu Paulista";"2017";"FUNDEB";"R$25.214.578,71";"3535507";"6811"
"SP";"Paraguaçu Paulista";"2018";"FUNDEB";"R$26.179.947,62";"3535507";"6811"
"SP";"Paraguaçu Paulista";"2019";"FUNDEB";"R$28.589.601,77";"3535507";"6811"
"SP";"Paraguaçu Paulista";"2021";"AJUSTE FUNDEB";"-R$269.625,45";"3535507";"6811"
"SP";"Paraguaçu Paulista";"2021";"FUNDEB";"R$34.749.757,89";"3535507";"6811"
"SP";"Paraguaçu Paulista";"2022";"AJUSTE FUNDEB";"-R$1.700,10";"3535507";"6811"
"SP";"Paraguaçu Paulista";"2022";"FUNDEB";"R$37.788.651,67";"3535507";"6811"
"SP";"Paraibuna";"2012";"FUNDEB";"R$5.896.384,14";"3535606";"6813"
"SP";"Paraibuna";"2013";"FUNDEB";"R$6.467.049,60";"3535606";"6813"
"SP";"Paraibuna";"2014";"FUNDEB";"R$6.392.407,53";"3535606";"6813"
"SP";"Paraibuna";"2015";"FUNDEB";"R$6.628.624,15";"3535606";"6813"
"SP";"Paraibuna";"2016";"FUNDEB";"R$6.924.692,66";"3535606";"6813"
"SP";"Paraibuna";"2017";"FUNDEB";"R$7.691.798,13";"3535606";"6813"
"SP";"Paraibuna";"2018";"FUNDEB";"R$8.063.976,15";"3535606";"6813"
"SP";"Paraibuna";"2019";"FUNDEB";"R$8.632.498,30";"3535606";"6813"
"SP";"Paraibuna";"2021";"AJUSTE FUNDEB";"-R$166.963,89";"3535606";"6813"
"SP";"Paraibuna";"2021";"FUNDEB";"R$10.382.232,29";"3535606";"6813"
"SP";"Paraibuna";"2022";"AJUSTE FUNDEB";"-R$506,40";"3535606";"6813"
"SP";"Paraibuna";"2022";"FUNDEB";"R$11.254.536,26";"3535606";"6813"
"SP";"Paraíso";"2012";"FUNDEB";"R$3.135.783,33";"3535705";"6815"
"SP";"Paraíso";"2013";"FUNDEB";"R$3.413.457,27";"3535705";"6815"
"SP";"Paraíso";"2014";"FUNDEB";"R$3.392.366,18";"3535705";"6815"
"SP";"Paraíso";"2015";"FUNDEB";"R$3.596.115,63";"3535705";"6815"
"SP";"Paraíso";"2016";"FUNDEB";"R$3.663.709,74";"3535705";"6815"
"SP";"Paraíso";"2017";"FUNDEB";"R$3.812.494,23";"3535705";"6815"
"SP";"Paraíso";"2018";"FUNDEB";"R$4.091.043,43";"3535705";"6815"
"SP";"Paraíso";"2019";"FUNDEB";"R$4.328.296,07";"3535705";"6815"
"SP";"Paraíso";"2021";"AJUSTE FUNDEB";"-R$28.989,21";"3535705";"6815"
"SP";"Paraíso";"2021";"FUNDEB";"R$5.267.415,51";"3535705";"6815"
"SP";"Paraíso";"2022";"AJUSTE FUNDEB";"-R$254,31";"3535705";"6815"
"SP";"Paraíso";"2022";"FUNDEB";"R$5.655.369,73";"3535705";"6815"
"SP";"Paranapanema";"2012";"FUNDEB";"R$10.569.434,51";"3535804";"6817"
"SP";"Paranapanema";"2013";"FUNDEB";"R$11.723.288,01";"3535804";"6817"
"SP";"Paranapanema";"2014";"FUNDEB";"R$12.006.141,51";"3535804";"6817"
"SP";"Paranapanema";"2015";"FUNDEB";"R$12.257.304,82";"3535804";"6817"
"SP";"Paranapanema";"2016";"FUNDEB";"R$12.164.663,37";"3535804";"6817"
"SP";"Paranapanema";"2017";"FUNDEB";"R$12.617.000,12";"3535804";"6817"
"SP";"Paranapanema";"2018";"FUNDEB";"R$13.429.611,05";"3535804";"6817"
"SP";"Paranapanema";"2019";"FUNDEB";"R$14.933.314,69";"3535804";"6817"
"SP";"Paranapanema";"2021";"AJUSTE FUNDEB";"-R$47.580,09";"3535804";"6817"
"SP";"Paranapanema";"2021";"FUNDEB";"R$18.186.640,83";"3535804";"6817"
"SP";"Paranapanema";"2022";"AJUSTE FUNDEB";"-R$862,93";"3535804";"6817"
"SP";"Paranapanema";"2022";"FUNDEB";"R$19.188.156,41";"3535804";"6817"
